"rental_date","return_date","full_name","email","address_id","postal_code","phone"
"2005-07-31 15:37:29","2005-08-09 18:25:29","Choate, Ramon","ramon.choate@sakilacustomer.org",499,"63667","898559280434"
"2005-07-06 01:01:38","2005-07-10 20:24:38","Christenson, Nelson","nelson.christenson@sakilacustomer.org",555,"77642","84794532510"
"2005-07-06 18:58:58","2005-07-10 19:29:58","Christenson, Nelson","nelson.christenson@sakilacustomer.org",555,"77642","84794532510"
"2005-07-07 23:15:28","2005-07-14 22:53:28","Christenson, Nelson","nelson.christenson@sakilacustomer.org",555,"77642","84794532510"
"2005-07-27 10:45:28","2005-08-04 06:24:28","Christenson, Nelson","nelson.christenson@sakilacustomer.org",555,"77642","84794532510"
"2005-07-29 00:31:39","2005-07-29 19:33:39","Christenson, Nelson","nelson.christenson@sakilacustomer.org",555,"77642","84794532510"
"2005-07-29 03:38:49","2005-08-03 07:41:49","Christenson, Nelson","nelson.christenson@sakilacustomer.org",555,"77642","84794532510"
"2005-07-30 21:50:42","2005-08-05 18:34:42","Christenson, Nelson","nelson.christenson@sakilacustomer.org",555,"77642","84794532510"
"2005-07-31 00:25:05","2005-08-09 02:46:05","Christenson, Nelson","nelson.christenson@sakilacustomer.org",555,"77642","84794532510"
"2005-07-31 14:00:32","2005-08-05 19:16:32","Christenson, Nelson","nelson.christenson@sakilacustomer.org",555,"77642","84794532510"
"2005-07-05 23:13:51","2005-07-13 18:31:51","Churchill, Fernando","fernando.churchill@sakilacustomer.org",542,"9750","745267607502"
"2005-07-06 00:46:54","2005-07-09 05:47:54","Churchill, Fernando","fernando.churchill@sakilacustomer.org",542,"9750","745267607502"
"2005-07-07 23:17:12","2005-07-13 18:26:12","Churchill, Fernando","fernando.churchill@sakilacustomer.org",542,"9750","745267607502"
"2005-07-09 10:43:34","2005-07-13 12:10:34","Churchill, Fernando","fernando.churchill@sakilacustomer.org",542,"9750","745267607502"
"2005-07-11 22:43:44","2005-07-19 03:58:44","Churchill, Fernando","fernando.churchill@sakilacustomer.org",542,"9750","745267607502"
"2005-07-27 03:53:43","2005-07-30 23:41:43","Churchill, Fernando","fernando.churchill@sakilacustomer.org",542,"9750","745267607502"
"2005-07-29 10:32:33","2005-07-31 05:46:33","Churchill, Fernando","fernando.churchill@sakilacustomer.org",542,"9750","745267607502"
"2005-07-29 16:07:47","2005-08-02 18:37:47","Churchill, Fernando","fernando.churchill@sakilacustomer.org",542,"9750","745267607502"
"2005-07-30 03:34:26","2005-08-06 08:14:26","Churchill, Fernando","fernando.churchill@sakilacustomer.org",542,"9750","745267607502"
"2005-07-30 20:38:22","2005-08-06 01:23:22","Churchill, Fernando","fernando.churchill@sakilacustomer.org",542,"9750","745267607502"
"2005-07-31 08:39:13","2005-08-03 07:54:13","Churchill, Fernando","fernando.churchill@sakilacustomer.org",542,"9750","745267607502"
"2005-07-31 18:20:56","2005-08-07 14:25:56","Churchill, Fernando","fernando.churchill@sakilacustomer.org",542,"9750","745267607502"
"2005-07-09 04:42:00","2005-07-12 08:55:00","Cintron, Austin","austin.cintron@sakilacustomer.org",605,"27107","288241215394"
"2005-07-10 17:14:27","2005-07-15 21:18:27","Cintron, Austin","austin.cintron@sakilacustomer.org",605,"27107","288241215394"
"2005-07-12 17:03:56","2005-07-21 20:32:56","Cintron, Austin","austin.cintron@sakilacustomer.org",605,"27107","288241215394"
"2005-07-12 21:23:59","2005-07-19 20:47:59","Cintron, Austin","austin.cintron@sakilacustomer.org",605,"27107","288241215394"
"2005-07-30 03:52:37","2005-08-05 01:28:37","Cintron, Austin","austin.cintron@sakilacustomer.org",605,"27107","288241215394"
"2005-07-31 04:57:07","2005-08-07 10:55:07","Cintron, Austin","austin.cintron@sakilacustomer.org",605,"27107","288241215394"
"2005-07-31 06:41:19","2005-08-02 07:23:19","Cintron, Austin","austin.cintron@sakilacustomer.org",605,"27107","288241215394"
"2005-07-09 06:42:32","2005-07-10 08:21:32","Clark, Michelle","michelle.clark@sakilacustomer.org",25,"34418","892775750063"
"2005-07-10 13:27:40","2005-07-17 08:24:40","Clark, Michelle","michelle.clark@sakilacustomer.org",25,"34418","892775750063"
"2005-07-10 23:43:23","2005-07-15 05:21:23","Clark, Michelle","michelle.clark@sakilacustomer.org",25,"34418","892775750063"
"2005-07-26 23:28:13","2005-07-30 02:22:13","Clark, Michelle","michelle.clark@sakilacustomer.org",25,"34418","892775750063"
"2005-07-28 14:56:54","2005-07-30 09:56:54","Clark, Michelle","michelle.clark@sakilacustomer.org",25,"34418","892775750063"
"2005-07-28 22:56:11","2005-08-06 04:53:11","Clark, Michelle","michelle.clark@sakilacustomer.org",25,"34418","892775750063"
"2005-07-29 23:49:23","2005-08-04 20:11:23","Clark, Michelle","michelle.clark@sakilacustomer.org",25,"34418","892775750063"
"2005-07-30 10:45:12","2005-08-01 09:40:12","Clark, Michelle","michelle.clark@sakilacustomer.org",25,"34418","892775750063"
"2005-07-31 07:29:25","2005-08-06 01:35:25","Clark, Michelle","michelle.clark@sakilacustomer.org",25,"34418","892775750063"
"2005-07-06 23:37:06","2005-07-14 19:31:06","Clary, Adrian","adrian.clary@sakilacustomer.org",531,"95775","182059202712"
"2005-07-10 17:11:31","2005-07-18 15:50:31","Clary, Adrian","adrian.clary@sakilacustomer.org",531,"95775","182059202712"
"2005-07-11 06:23:28","2005-07-17 04:05:28","Clary, Adrian","adrian.clary@sakilacustomer.org",531,"95775","182059202712"
"2005-07-11 22:17:16","2005-07-19 23:50:16","Clary, Adrian","adrian.clary@sakilacustomer.org",531,"95775","182059202712"
"2005-07-12 12:22:13","2005-07-16 07:44:13","Clary, Adrian","adrian.clary@sakilacustomer.org",531,"95775","182059202712"
"2005-07-27 14:12:04","2005-08-03 14:57:04","Clary, Adrian","adrian.clary@sakilacustomer.org",531,"95775","182059202712"
"2005-07-27 23:25:54","2005-08-02 22:54:54","Clary, Adrian","adrian.clary@sakilacustomer.org",531,"95775","182059202712"
"2005-07-28 15:22:27","2005-07-30 13:06:27","Clary, Adrian","adrian.clary@sakilacustomer.org",531,"95775","182059202712"
"2005-07-30 03:36:31","2005-08-01 23:46:31","Clary, Adrian","adrian.clary@sakilacustomer.org",531,"95775","182059202712"
"2005-07-31 00:22:29","2005-08-07 05:59:29","Clary, Adrian","adrian.clary@sakilacustomer.org",531,"95775","182059202712"
"2005-07-31 07:34:07","2005-08-02 06:13:07","Clary, Adrian","adrian.clary@sakilacustomer.org",531,"95775","182059202712"
"2005-07-07 16:37:23","2005-07-11 18:05:23","Colby, Bernard","bernard.colby@sakilacustomer.org",445,"3","82088937724"
"2005-07-08 22:46:23","2005-07-16 17:19:23","Colby, Bernard","bernard.colby@sakilacustomer.org",445,"3","82088937724"
"2005-07-09 20:56:48","2005-07-17 14:58:48","Colby, Bernard","bernard.colby@sakilacustomer.org",445,"3","82088937724"
"2005-07-10 04:33:36","2005-07-12 08:13:36","Colby, Bernard","bernard.colby@sakilacustomer.org",445,"3","82088937724"
"2005-07-10 11:31:52","2005-07-14 11:44:52","Colby, Bernard","bernard.colby@sakilacustomer.org",445,"3","82088937724"
"2005-07-10 13:52:56","2005-07-15 09:32:56","Colby, Bernard","bernard.colby@sakilacustomer.org",445,"3","82088937724"
"2005-07-27 23:18:22","2005-07-30 23:08:22","Colby, Bernard","bernard.colby@sakilacustomer.org",445,"3","82088937724"
"2005-07-28 00:14:38","2005-07-29 18:18:38","Colby, Bernard","bernard.colby@sakilacustomer.org",445,"3","82088937724"
"2005-07-28 07:58:17","2005-08-06 10:15:17","Colby, Bernard","bernard.colby@sakilacustomer.org",445,"3","82088937724"
"2005-07-30 04:59:41","2005-07-31 08:56:41","Colby, Bernard","bernard.colby@sakilacustomer.org",445,"3","82088937724"
"2005-07-30 12:29:43","2005-08-04 12:35:43","Colby, Bernard","bernard.colby@sakilacustomer.org",445,"3","82088937724"
"2005-07-31 01:52:34","2005-08-03 23:12:34","Colby, Bernard","bernard.colby@sakilacustomer.org",445,"3","82088937724"
"2005-07-06 18:15:39","2005-07-11 17:34:39","Cole, Tracy","tracy.cole@sakilacustomer.org",112,"93026","371490777743"
"2005-07-07 05:11:53","2005-07-12 00:55:53","Cole, Tracy","tracy.cole@sakilacustomer.org",112,"93026","371490777743"
"2005-07-07 16:57:32","2005-07-14 17:42:32","Cole, Tracy","tracy.cole@sakilacustomer.org",112,"93026","371490777743"
"2005-07-08 09:32:08","2005-07-15 15:20:08","Cole, Tracy","tracy.cole@sakilacustomer.org",112,"93026","371490777743"
"2005-07-08 14:20:01","2005-07-11 11:50:01","Cole, Tracy","tracy.cole@sakilacustomer.org",112,"93026","371490777743"
"2005-07-09 14:34:09","2005-07-14 13:02:09","Cole, Tracy","tracy.cole@sakilacustomer.org",112,"93026","371490777743"
"2005-07-10 07:53:51","2005-07-14 12:57:51","Cole, Tracy","tracy.cole@sakilacustomer.org",112,"93026","371490777743"
"2005-07-10 15:11:54","2005-07-15 11:51:54","Cole, Tracy","tracy.cole@sakilacustomer.org",112,"93026","371490777743"
"2005-07-12 19:04:24","2005-07-14 23:58:24","Cole, Tracy","tracy.cole@sakilacustomer.org",112,"93026","371490777743"
"2005-07-29 04:06:33","2005-08-06 01:46:33","Cole, Tracy","tracy.cole@sakilacustomer.org",112,"93026","371490777743"
"2005-07-29 12:18:40","2005-08-03 14:01:40","Cole, Tracy","tracy.cole@sakilacustomer.org",112,"93026","371490777743"
"2005-07-29 23:10:28","2005-08-03 22:07:28","Cole, Tracy","tracy.cole@sakilacustomer.org",112,"93026","371490777743"
"2005-07-31 09:24:55","2005-08-07 06:00:55","Cole, Tracy","tracy.cole@sakilacustomer.org",112,"93026","371490777743"
"2005-07-06 09:16:10","2005-07-08 07:52:10","Coleman, Kathryn","kathryn.coleman@sakilacustomer.org",86,"9495","821972242086"
"2005-07-08 06:46:26","2005-07-16 01:21:26","Coleman, Kathryn","kathryn.coleman@sakilacustomer.org",86,"9495","821972242086"
"2005-07-10 12:15:12","2005-07-16 07:02:12","Coleman, Kathryn","kathryn.coleman@sakilacustomer.org",86,"9495","821972242086"
"2005-07-11 05:12:41","2005-07-16 03:40:41","Coleman, Kathryn","kathryn.coleman@sakilacustomer.org",86,"9495","821972242086"
"2005-07-12 13:10:55","2005-07-21 07:36:55","Coleman, Kathryn","kathryn.coleman@sakilacustomer.org",86,"9495","821972242086"
"2005-07-28 05:04:47","2005-08-05 05:12:47","Coleman, Kathryn","kathryn.coleman@sakilacustomer.org",86,"9495","821972242086"
"2005-07-28 10:19:46","2005-07-31 04:43:46","Coleman, Kathryn","kathryn.coleman@sakilacustomer.org",86,"9495","821972242086"
"2005-07-29 08:53:49","2005-07-31 09:10:49","Coleman, Kathryn","kathryn.coleman@sakilacustomer.org",86,"9495","821972242086"
"2005-07-30 15:13:45","2005-08-05 10:25:45","Coleman, Kathryn","kathryn.coleman@sakilacustomer.org",86,"9495","821972242086"
"2005-07-30 16:45:56","2005-08-08 21:15:56","Coleman, Kathryn","kathryn.coleman@sakilacustomer.org",86,"9495","821972242086"
"2005-07-30 21:54:22","2005-08-09 01:07:22","Coleman, Kathryn","kathryn.coleman@sakilacustomer.org",86,"9495","821972242086"
"2005-07-06 00:22:29","2005-07-07 22:15:29","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-08 02:51:23","2005-07-12 06:52:23","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-09 15:42:10","2005-07-16 21:27:10","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-10 09:43:40","2005-07-13 15:04:40","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-11 12:32:14","2005-07-15 15:01:14","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-12 14:49:39","2005-07-18 18:43:39","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-28 00:37:41","2005-08-04 19:38:41","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-28 01:14:36","2005-07-29 00:19:36","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-28 04:33:54","2005-07-30 02:46:54","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-28 08:28:51","2005-08-05 10:00:51","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-28 11:47:23","2005-08-05 06:36:23","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-29 02:23:24","2005-08-06 03:23:24","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-29 11:19:59","2005-08-07 12:50:59","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-30 01:00:17","2005-08-01 03:41:17","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-30 10:09:24","2005-08-06 04:30:24","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-31 05:32:10","2005-08-03 07:04:10","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-31 09:15:38","2005-08-03 10:31:38","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-31 21:14:31","2005-08-01 15:59:31","Collazo, Tommy","tommy.collazo@sakilacustomer.org",464,"23343","762361821578"
"2005-07-07 08:40:17","2005-07-10 02:58:17","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-09 15:14:47","2005-07-11 20:30:47","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-10 06:43:43","2005-07-15 06:33:43","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-10 08:48:39","2005-07-18 07:17:39","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-10 21:58:30","2005-07-15 19:41:30","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-12 09:37:18","2005-07-13 09:28:18","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-12 11:36:22","2005-07-19 12:53:22","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-27 15:46:53","2005-08-03 11:10:53","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-28 18:26:47","2005-08-03 21:28:47","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-29 01:11:05","2005-08-04 03:13:05","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-29 13:50:08","2005-08-06 13:15:08","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-30 12:02:41","2005-08-05 15:23:41","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-31 03:59:56","2005-08-02 00:46:56","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-31 07:09:55","2005-08-09 02:29:55","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-31 19:07:11","2005-08-03 13:25:11","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-31 23:21:23","2005-08-06 18:06:23","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-31 23:57:43","2005-08-09 04:04:43","Collins, Diane","diane.collins@sakilacustomer.org",54,"80168","307703950263"
"2005-07-06 10:57:56","2005-07-12 12:54:56","Cook, Gloria","gloria.cook@sakilacustomer.org",60,"39072","347487831378"
"2005-07-06 13:19:34","2005-07-10 10:27:34","Cook, Gloria","gloria.cook@sakilacustomer.org",60,"39072","347487831378"
"2005-07-07 06:10:55","2005-07-11 02:45:55","Cook, Gloria","gloria.cook@sakilacustomer.org",60,"39072","347487831378"
"2005-07-08 11:41:36","2005-07-10 06:55:36","Cook, Gloria","gloria.cook@sakilacustomer.org",60,"39072","347487831378"
"2005-07-09 08:05:23","2005-07-13 12:37:23","Cook, Gloria","gloria.cook@sakilacustomer.org",60,"39072","347487831378"
"2005-07-27 15:49:46","2005-07-28 13:50:46","Cook, Gloria","gloria.cook@sakilacustomer.org",60,"39072","347487831378"
"2005-07-28 03:41:35","2005-08-06 05:48:35","Cook, Gloria","gloria.cook@sakilacustomer.org",60,"39072","347487831378"
"2005-07-28 12:49:44","2005-07-31 18:07:44","Cook, Gloria","gloria.cook@sakilacustomer.org",60,"39072","347487831378"
"2005-07-29 02:00:18","2005-08-03 20:43:18","Cook, Gloria","gloria.cook@sakilacustomer.org",60,"39072","347487831378"
"2005-07-06 16:35:40","2005-07-07 18:29:40","Cooper, Joan","joan.cooper@sakilacustomer.org",66,"85505","914090181665"
"2005-07-07 09:10:57","2005-07-09 10:19:57","Cooper, Joan","joan.cooper@sakilacustomer.org",66,"85505","914090181665"
"2005-07-09 15:16:54","2005-07-11 15:21:54","Cooper, Joan","joan.cooper@sakilacustomer.org",66,"85505","914090181665"
"2005-07-29 05:08:00","2005-08-02 00:40:00","Cooper, Joan","joan.cooper@sakilacustomer.org",66,"85505","914090181665"
"2005-07-31 20:07:10","2005-08-04 23:07:10","Cooper, Joan","joan.cooper@sakilacustomer.org",66,"85505","914090181665"
"2005-07-06 09:37:50","2005-07-09 10:15:50","Cornish, Allan","allan.cornish@sakilacustomer.org",554,"841","50898428626"
"2005-07-06 13:36:48","2005-07-11 14:26:48","Cornish, Allan","allan.cornish@sakilacustomer.org",554,"841","50898428626"
"2005-07-07 09:00:49","2005-07-13 10:59:49","Cornish, Allan","allan.cornish@sakilacustomer.org",554,"841","50898428626"
"2005-07-09 08:00:46","2005-07-12 09:31:46","Cornish, Allan","allan.cornish@sakilacustomer.org",554,"841","50898428626"
"2005-07-12 02:28:03","2005-07-19 03:06:03","Cornish, Allan","allan.cornish@sakilacustomer.org",554,"841","50898428626"
"2005-07-31 03:59:31","2005-08-08 04:19:31","Cornish, Allan","allan.cornish@sakilacustomer.org",554,"841","50898428626"
"2005-07-06 05:46:05","2005-07-11 01:24:05","Cornwell, Brett","brett.cornwell@sakilacustomer.org",507,"87687","868602816371"
"2005-07-08 07:05:50","2005-07-16 09:11:50","Cornwell, Brett","brett.cornwell@sakilacustomer.org",507,"87687","868602816371"
"2005-07-09 18:41:59","2005-07-16 00:32:59","Cornwell, Brett","brett.cornwell@sakilacustomer.org",507,"87687","868602816371"
"2005-07-10 07:59:24","2005-07-14 13:06:24","Cornwell, Brett","brett.cornwell@sakilacustomer.org",507,"87687","868602816371"
"2005-07-11 23:26:13","2005-07-18 17:29:13","Cornwell, Brett","brett.cornwell@sakilacustomer.org",507,"87687","868602816371"
"2005-07-12 15:16:00","2005-07-20 13:20:00","Cornwell, Brett","brett.cornwell@sakilacustomer.org",507,"87687","868602816371"
"2005-07-12 18:38:51","2005-07-14 20:10:51","Cornwell, Brett","brett.cornwell@sakilacustomer.org",507,"87687","868602816371"
"2005-07-26 22:51:53","2005-08-03 19:04:53","Cornwell, Brett","brett.cornwell@sakilacustomer.org",507,"87687","868602816371"
"2005-07-27 09:22:29","2005-08-03 13:53:29","Cornwell, Brett","brett.cornwell@sakilacustomer.org",507,"87687","868602816371"
"2005-07-27 10:49:54","2005-07-31 10:40:54","Cornwell, Brett","brett.cornwell@sakilacustomer.org",507,"87687","868602816371"
"2005-07-28 06:23:00","2005-07-30 12:02:00","Cornwell, Brett","brett.cornwell@sakilacustomer.org",507,"87687","868602816371"
"2005-07-28 10:37:24","2005-07-31 10:31:24","Cornwell, Brett","brett.cornwell@sakilacustomer.org",507,"87687","868602816371"
"2005-07-28 16:20:26","2005-08-04 19:11:26","Cornwell, Brett","brett.cornwell@sakilacustomer.org",507,"87687","868602816371"
"2005-07-30 13:43:00","2005-08-02 11:39:00","Cornwell, Brett","brett.cornwell@sakilacustomer.org",507,"87687","868602816371"
"2005-07-31 03:32:06","2005-08-04 07:47:06","Cornwell, Brett","brett.cornwell@sakilacustomer.org",507,"87687","868602816371"
"2005-07-06 14:02:02","2005-07-10 18:24:02","Coughlin, Carlos","carlos.coughlin@sakilacustomer.org",384,"89294","924815207181"
"2005-07-08 13:30:35","2005-07-14 18:43:35","Coughlin, Carlos","carlos.coughlin@sakilacustomer.org",384,"89294","924815207181"
"2005-07-09 20:01:58","2005-07-10 14:07:58","Coughlin, Carlos","carlos.coughlin@sakilacustomer.org",384,"89294","924815207181"
"2005-07-11 14:17:51","2005-07-17 11:14:51","Coughlin, Carlos","carlos.coughlin@sakilacustomer.org",384,"89294","924815207181"
"2005-07-27 03:18:32","2005-07-30 06:40:32","Coughlin, Carlos","carlos.coughlin@sakilacustomer.org",384,"89294","924815207181"
"2005-07-31 19:01:02","2005-08-07 21:32:02","Coughlin, Carlos","carlos.coughlin@sakilacustomer.org",384,"89294","924815207181"
"2005-07-06 23:14:16","2005-07-08 21:21:16","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-07 15:38:25","2005-07-13 16:23:25","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-08 11:04:02","2005-07-15 10:27:02","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-08 17:19:15","2005-07-16 14:32:15","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-08 23:54:49","2005-07-16 00:15:49","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-09 07:07:05","2005-07-15 03:06:05","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-09 14:46:36","2005-07-17 10:04:36","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-09 21:21:25","2005-07-14 21:34:25","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-11 21:35:06","2005-07-15 02:30:06","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-12 01:06:35","2005-07-14 03:27:35","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-12 12:45:00","2005-07-16 11:16:00","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-12 14:30:28","2005-07-14 16:20:28","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-27 03:27:35","2005-08-01 06:31:35","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-27 04:27:32","2005-07-30 06:06:32","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-27 19:08:56","2005-07-31 16:36:56","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-29 13:04:27","2005-08-03 12:21:27","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-31 12:01:49","2005-08-08 09:21:49","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-31 13:49:02","2005-08-08 10:31:02","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-31 15:04:57","2005-08-05 20:07:57","Cox, Judith","judith.cox@sakilacustomer.org",68,"70385","333489324603"
"2005-07-06 21:42:21","2005-07-08 19:37:21","Coy, Gary","gary.coy@sakilacustomer.org",329,"78543","168884817145"
"2005-07-07 11:07:52","2005-07-10 10:19:52","Coy, Gary","gary.coy@sakilacustomer.org",329,"78543","168884817145"
"2005-07-07 19:55:19","2005-07-09 00:11:19","Coy, Gary","gary.coy@sakilacustomer.org",329,"78543","168884817145"
"2005-07-10 10:00:01","2005-07-11 15:29:01","Coy, Gary","gary.coy@sakilacustomer.org",329,"78543","168884817145"
"2005-07-10 13:41:37","2005-07-14 16:26:37","Coy, Gary","gary.coy@sakilacustomer.org",329,"78543","168884817145"
"2005-07-11 03:00:50","2005-07-16 06:19:50","Coy, Gary","gary.coy@sakilacustomer.org",329,"78543","168884817145"
"2005-07-11 17:45:08","2005-07-13 16:36:08","Coy, Gary","gary.coy@sakilacustomer.org",329,"78543","168884817145"
"2005-07-27 10:21:15","2005-08-03 05:04:15","Coy, Gary","gary.coy@sakilacustomer.org",329,"78543","168884817145"
"2005-07-27 11:17:22","2005-08-04 10:59:22","Coy, Gary","gary.coy@sakilacustomer.org",329,"78543","168884817145"
"2005-07-28 13:47:08","2005-08-03 15:17:08","Coy, Gary","gary.coy@sakilacustomer.org",329,"78543","168884817145"
"2005-07-29 16:52:17","2005-08-04 13:20:17","Coy, Gary","gary.coy@sakilacustomer.org",329,"78543","168884817145"
"2005-07-31 05:48:49","2005-08-04 06:53:49","Coy, Gary","gary.coy@sakilacustomer.org",329,"78543","168884817145"
"2005-07-06 22:07:33","2005-07-10 19:31:33","Craig, Bobbie","bobbie.craig@sakilacustomer.org",293,"33768","957128697225"
"2005-07-08 11:07:06","2005-07-09 14:08:06","Craig, Bobbie","bobbie.craig@sakilacustomer.org",293,"33768","957128697225"
"2005-07-08 14:38:02","2005-07-13 12:09:02","Craig, Bobbie","bobbie.craig@sakilacustomer.org",293,"33768","957128697225"
"2005-07-11 22:39:05","2005-07-16 01:12:05","Craig, Bobbie","bobbie.craig@sakilacustomer.org",293,"33768","957128697225"
"2005-07-12 03:59:42","2005-07-19 22:21:42","Craig, Bobbie","bobbie.craig@sakilacustomer.org",293,"33768","957128697225"
"2005-07-28 05:38:20","2005-07-31 11:00:20","Craig, Bobbie","bobbie.craig@sakilacustomer.org",293,"33768","957128697225"
"2005-07-28 09:43:02","2005-07-30 12:57:02","Craig, Bobbie","bobbie.craig@sakilacustomer.org",293,"33768","957128697225"
"2005-07-30 21:19:26","2005-08-07 18:39:26","Craig, Bobbie","bobbie.craig@sakilacustomer.org",293,"33768","957128697225"
"2005-07-31 08:56:08","2005-08-07 11:05:08","Craig, Bobbie","bobbie.craig@sakilacustomer.org",293,"33768","957128697225"
"2005-07-06 10:18:01","2005-07-09 09:07:01","Crawford, Esther","esther.crawford@sakilacustomer.org",136,"49757","707169393853"
"2005-07-06 15:50:03","2005-07-09 19:20:03","Crawford, Esther","esther.crawford@sakilacustomer.org",136,"49757","707169393853"
"2005-07-07 09:37:24","2005-07-09 14:32:24","Crawford, Esther","esther.crawford@sakilacustomer.org",136,"49757","707169393853"
"2005-07-08 03:36:55","2005-07-16 00:49:55","Crawford, Esther","esther.crawford@sakilacustomer.org",136,"49757","707169393853"
"2005-07-08 04:49:15","2005-07-14 00:00:15","Crawford, Esther","esther.crawford@sakilacustomer.org",136,"49757","707169393853"
"2005-07-08 20:50:05","2005-07-13 15:27:05","Crawford, Esther","esther.crawford@sakilacustomer.org",136,"49757","707169393853"
"2005-07-09 19:28:34","2005-07-18 01:07:34","Crawford, Esther","esther.crawford@sakilacustomer.org",136,"49757","707169393853"
"2005-07-10 08:59:03","2005-07-15 07:21:03","Crawford, Esther","esther.crawford@sakilacustomer.org",136,"49757","707169393853"
"2005-07-10 10:04:15","2005-07-16 07:43:15","Crawford, Esther","esther.crawford@sakilacustomer.org",136,"49757","707169393853"
"2005-07-10 10:48:03","2005-07-18 11:27:03","Crawford, Esther","esther.crawford@sakilacustomer.org",136,"49757","707169393853"
"2005-07-11 14:20:48","2005-07-17 13:41:48","Crawford, Esther","esther.crawford@sakilacustomer.org",136,"49757","707169393853"
"2005-07-27 00:47:40","2005-07-31 04:32:40","Crawford, Esther","esther.crawford@sakilacustomer.org",136,"49757","707169393853"
